context_level,algorithm,representation,outer_fold,label,f1
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,4,3,0.8387096774193548
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,4,4,0.8536585365853658
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,4,5,0.7447306791569086
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,4,6,0.8678304239401496
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,4,7,0.7415730337078652
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,4,8,0.4812499999999999
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,4,9,0.7338129496402876
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,5,0,0.7972972972972973
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,5,1,0.5203252032520325
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,5,2,0.7780320366132724
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,5,3,0.8688946015424165
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,5,4,0.845771144278607
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,5,5,0.7512690355329948
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,5,6,0.8545034642032332
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,5,7,0.7637362637362637
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,5,8,0.6000000000000001
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,5,9,0.7134146341463414
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,6,0,0.7537688442211055
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,6,1,0.5697211155378485
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,6,2,0.7888040712468193
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,6,3,0.8601036269430051
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,6,4,0.8181818181818183
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,6,5,0.7204301075268817
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,6,6,0.839907192575406
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,6,7,0.8010610079575596
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,6,8,0.4216867469879518
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,6,9,0.7215496368038741
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,7,0,0.8046511627906976
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,7,1,0.5469613259668509
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,7,2,0.7648456057007127
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,7,3,0.8449438202247191
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,7,4,0.8309859154929577
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,7,5,0.7174887892376682
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,7,6,0.8592592592592593
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,7,7,0.7704485488126649
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,7,8,0.4383561643835616
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,7,9,0.7309644670050761
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,8,0,0.7595628415300545
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,8,1,0.5105263157894737
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,8,2,0.7671232876712328
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,8,3,0.8454106280193237
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,8,4,0.8302872062663185
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,8,5,0.7486033519553073
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,8,6,0.8768472906403941
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,8,7,0.7738927738927739
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,8,8,0.4999999999999999
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,8,9,0.6932084309133489
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,9,0,0.7751196172248804
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,9,1,0.4771241830065359
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,9,2,0.7621621621621621
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,9,3,0.8471177944862155
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,9,4,0.8270676691729322
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,9,5,0.7744874715261959
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,9,6,0.8463356973995272
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,9,7,0.7666666666666666
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,9,8,0.5582524271844661
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,9,9,0.7294685990338164
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,10,0,0.7793427230046949
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,10,1,0.6229508196721312
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,10,2,0.6869300911854103
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,10,3,0.8688946015424165
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,10,4,0.7970297029702971
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,10,5,0.7737226277372262
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,10,6,0.7982646420824294
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,10,7,0.7158351409978309
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,10,8,0.5113268608414241
L4,BiLSTM,precomputed_frozen_bert_token_embeddings,10,9,0.7310704960835509
