context_level,outer_fold,class_0_f1,class_1_f1,class_2_f1,class_3_f1,class_4_f1,class_5_f1,class_6_f1,class_7_f1,class_8_f1,class_9_f1
L1,0,0.7149758454106279,0.4771573604060913,0.6587677725118485,0.7193877551020408,0.7482014388489209,0.6010362694300518,0.7786259541984734,0.5894736842105264,0.4120603015075377,0.6188118811881188
L1,1,0.7421686746987952,0.49394673123486676,0.6650124069478909,0.7286821705426357,0.7268170426065164,0.6475195822454308,0.7681159420289855,0.5954198473282444,0.4676616915422886,0.639386189258312
L1,2,0.725925925925926,0.47058823529411764,0.6870588235294117,0.7168831168831169,0.7153284671532847,0.6616161616161617,0.7961630695443644,0.5737704918032788,0.4392523364485982,0.6276595744680851
L1,3,0.7457627118644068,0.43672456575682383,0.6729857819905213,0.7164179104477613,0.7314814814814816,0.598503740648379,0.7797468354430381,0.5310734463276836,0.38676844783715014,0.6025974025974026
L1,4,0.7050691244239632,0.46969696969696967,0.6602870813397128,0.7249357326478149,0.7161125319693096,0.6351706036745407,0.7952380952380953,0.5415549597855227,0.4528301886792452,0.6042780748663102
L1,5,0.715736040609137,0.47792207792207797,0.7047619047619048,0.7033492822966506,0.6976744186046512,0.5852417302798981,0.7506172839506172,0.6047745358090185,0.43418013856812937,0.634020618556701
L1,6,0.7111111111111111,0.4449648711943794,0.6894865525672371,0.743718592964824,0.7418546365914787,0.6161369193154034,0.7204030226700252,0.6025974025974026,0.40108401084010836,0.6616915422885572
L1,7,0.762402088772846,0.4639175257731959,0.6954545454545455,0.7500000000000001,0.7121951219512195,0.6118251928020566,0.7759036144578313,0.6428571428571429,0.4041450777202073,0.6047745358090185
L1,8,0.7344913151364765,0.5161290322580646,0.7149758454106279,0.7139240506329114,0.7058823529411765,0.629156010230179,0.7930174563591023,0.5581395348837209,0.40694789081885857,0.6329113924050633
L1,9,0.7019230769230769,0.4599483204134367,0.6945812807881774,0.7258485639686683,0.6881188118811881,0.6728538283062644,0.7359999999999999,0.6240409207161125,0.462287104622871,0.6262626262626263
