context_level,representation,outer_fold,label,f1
L4,tfidf,3,4,0.7807228915662651
L4,tfidf,3,5,0.7047146401985112
L4,tfidf,3,6,0.8181818181818182
L4,tfidf,3,7,0.8075880758807588
L4,tfidf,3,8,0.5026178010471205
L4,tfidf,3,9,0.6974358974358974
L4,tfidf,4,0,0.7469879518072289
L4,tfidf,4,1,0.5454545454545455
L4,tfidf,4,2,0.7401960784313726
L4,tfidf,4,3,0.8629441624365483
L4,tfidf,4,4,0.8010204081632654
L4,tfidf,4,5,0.7952380952380953
L4,tfidf,4,6,0.8349514563106797
L4,tfidf,4,7,0.8031914893617021
L4,tfidf,4,8,0.4754521963824289
L4,tfidf,4,9,0.6889460154241646
L4,tfidf,5,0,0.8175182481751825
L4,tfidf,5,1,0.5090909090909091
L4,tfidf,5,2,0.7673267326732675
L4,tfidf,5,3,0.8291457286432161
L4,tfidf,5,4,0.82
L4,tfidf,5,5,0.7737226277372262
L4,tfidf,5,6,0.8647342995169083
L4,tfidf,5,7,0.8449197860962566
L4,tfidf,5,8,0.48866498740554154
L4,tfidf,5,9,0.7192118226600985
L4,tfidf,6,0,0.802919708029197
L4,tfidf,6,1,0.5060827250608273
L4,tfidf,6,2,0.7625899280575541
L4,tfidf,6,3,0.8465346534653465
L4,tfidf,6,4,0.8070175438596492
L4,tfidf,6,5,0.693069306930693
L4,tfidf,6,6,0.8297362110311751
L4,tfidf,6,7,0.8342245989304813
L4,tfidf,6,8,0.42045454545454547
L4,tfidf,6,9,0.7639902676399027
L4,tfidf,7,0,0.7794117647058824
L4,tfidf,7,1,0.5520581113801452
L4,tfidf,7,2,0.7212276214833758
L4,tfidf,7,3,0.8823529411764707
L4,tfidf,7,4,0.8205128205128205
L4,tfidf,7,5,0.7751196172248804
L4,tfidf,7,6,0.8357487922705314
L4,tfidf,7,7,0.832904884318766
L4,tfidf,7,8,0.5108695652173914
L4,tfidf,7,9,0.748129675810474
L4,tfidf,8,0,0.7911547911547911
L4,tfidf,8,1,0.5614035087719298
L4,tfidf,8,2,0.7884615384615384
L4,tfidf,8,3,0.8658227848101265
L4,tfidf,8,4,0.8080808080808082
L4,tfidf,8,5,0.745
L4,tfidf,8,6,0.8047619047619048
L4,tfidf,8,7,0.839572192513369
L4,tfidf,8,8,0.4898989898989899
L4,tfidf,8,9,0.72544080604534
L4,tfidf,9,0,0.7751196172248804
L4,tfidf,9,1,0.5590361445783133
L4,tfidf,9,2,0.7178217821782179
L4,tfidf,9,3,0.8621553884711779
L4,tfidf,9,4,0.8333333333333334
L4,tfidf,9,5,0.7614457831325302
L4,tfidf,9,6,0.8098765432098766
L4,tfidf,9,7,0.7955801104972375
L4,tfidf,9,8,0.4552845528455284
L4,tfidf,9,9,0.7209876543209877
L4,tfidf,10,0,0.7531806615776082
L4,tfidf,10,1,0.5995203836930455
L4,tfidf,10,2,0.725925925925926
L4,tfidf,10,3,0.8393782383419689
L4,tfidf,10,4,0.7834549878345498
L4,tfidf,10,5,0.743142144638404
L4,tfidf,10,6,0.8329177057356607
L4,tfidf,10,7,0.7956989247311828
L4,tfidf,10,8,0.5422885572139304
L4,tfidf,10,9,0.7378640776699028
L4,tfidf_pos,1,0,0.7843137254901961
L4,tfidf_pos,1,1,0.5550239234449761
L4,tfidf_pos,1,2,0.7378640776699028
L4,tfidf_pos,1,3,0.8473684210526315
L4,tfidf_pos,1,4,0.7845036319612592
L4,tfidf_pos,1,5,0.751918158567775
L4,tfidf_pos,1,6,0.8489208633093525
L4,tfidf_pos,1,7,0.7989130434782609
L4,tfidf_pos,1,8,0.4736842105263158
L4,tfidf_pos,1,9,0.702179176755448
L4,tfidf_pos,2,0,0.7795823665893271
L4,tfidf_pos,2,1,0.5492957746478874
L4,tfidf_pos,2,2,0.7619047619047619
L4,tfidf_pos,2,3,0.8678304239401496
L4,tfidf_pos,2,4,0.855
L4,tfidf_pos,2,5,0.7461928934010152
L4,tfidf_pos,2,6,0.8341463414634146
L4,tfidf_pos,2,7,0.8283378746594006
L4,tfidf_pos,2,8,0.5312500000000001
L4,tfidf_pos,2,9,0.7371134020618557
L4,tfidf_pos,3,0,0.7761194029850748
L4,tfidf_pos,3,1,0.5373134328358209
L4,tfidf_pos,3,2,0.7410926365795726
L4,tfidf_pos,3,3,0.8492462311557788
L4,tfidf_pos,3,4,0.780246913580247
L4,tfidf_pos,3,5,0.7142857142857142
L4,tfidf_pos,3,6,0.8305489260143197
L4,tfidf_pos,3,7,0.8130081300813007
L4,tfidf_pos,3,8,0.5126903553299493
L4,tfidf_pos,3,9,0.6927083333333334
L4,tfidf_pos,4,0,0.7572815533980584
L4,tfidf_pos,4,1,0.5762711864406779
L4,tfidf_pos,4,2,0.7378640776699028
L4,tfidf_pos,4,3,0.8512820512820513
L4,tfidf_pos,4,4,0.8140703517587939
L4,tfidf_pos,4,5,0.7904761904761904
L4,tfidf_pos,4,6,0.8398058252427184
L4,tfidf_pos,4,7,0.8075880758807588
L4,tfidf_pos,4,8,0.5219638242894057
L4,tfidf_pos,4,9,0.6770025839793282
L4,tfidf_pos,5,0,0.8146341463414635
L4,tfidf_pos,5,1,0.5166240409207161
L4,tfidf_pos,5,2,0.7777777777777778
L4,tfidf_pos,5,3,0.8413098236775818
L4,tfidf_pos,5,4,0.8253164556962025
L4,tfidf_pos,5,5,0.7828162291169449
L4,tfidf_pos,5,6,0.853012048192771
L4,tfidf_pos,5,7,0.8463611859838275
L4,tfidf_pos,5,8,0.5279187817258884
L4,tfidf_pos,5,9,0.7360406091370557
L4,tfidf_pos,6,0,0.79
L4,tfidf_pos,6,1,0.5268292682926828
L4,tfidf_pos,6,2,0.7796610169491526
L4,tfidf_pos,6,3,0.845771144278607
L4,tfidf_pos,6,4,0.7970297029702971
L4,tfidf_pos,6,5,0.6797066014669926
L4,tfidf_pos,6,6,0.8238095238095238
L4,tfidf_pos,6,7,0.8247978436657682
L4,tfidf_pos,6,8,0.42622950819672134
L4,tfidf_pos,6,9,0.7456790123456789
L4,tfidf_pos,7,0,0.7843137254901961
L4,tfidf_pos,7,1,0.5401459854014597
L4,tfidf_pos,7,2,0.7512690355329948
L4,tfidf_pos,7,3,0.8927680798004988
L4,tfidf_pos,7,4,0.8295165394402036
L4,tfidf_pos,7,5,0.7703349282296651
L4,tfidf_pos,7,6,0.8405797101449274
L4,tfidf_pos,7,7,0.8410256410256411
L4,tfidf_pos,7,8,0.5217391304347826
L4,tfidf_pos,7,9,0.7444168734491315
L4,tfidf_pos,8,0,0.7960687960687962
L4,tfidf_pos,8,1,0.5742092457420924
L4,tfidf_pos,8,2,0.7884615384615384
L4,tfidf_pos,8,3,0.8695652173913043
L4,tfidf_pos,8,4,0.8140703517587939
L4,tfidf_pos,8,5,0.7412935323383085
L4,tfidf_pos,8,6,0.8104265402843602
L4,tfidf_pos,8,7,0.8524590163934427
L4,tfidf_pos,8,8,0.5115089514066496
L4,tfidf_pos,8,9,0.7323232323232323
L4,tfidf_pos,9,0,0.7614457831325302
L4,tfidf_pos,9,1,0.5673758865248227
L4,tfidf_pos,9,2,0.7365853658536585
L4,tfidf_pos,9,3,0.8765743073047859
L4,tfidf_pos,9,4,0.828087167070218
L4,tfidf_pos,9,5,0.7729468599033816
L4,tfidf_pos,9,6,0.8049382716049382
L4,tfidf_pos,9,7,0.8011049723756904
L4,tfidf_pos,9,8,0.43956043956043955
L4,tfidf_pos,9,9,0.7405541561712846
L4,tfidf_pos,10,0,0.7428571428571429
L4,tfidf_pos,10,1,0.6024096385542168
L4,tfidf_pos,10,2,0.7198067632850241
L4,tfidf_pos,10,3,0.8311688311688312
L4,tfidf_pos,10,4,0.7990196078431372
L4,tfidf_pos,10,5,0.7581047381546135
L4,tfidf_pos,10,6,0.8444444444444444
L4,tfidf_pos,10,7,0.8128342245989306
L4,tfidf_pos,10,8,0.5544554455445545
L4,tfidf_pos,10,9,0.7481662591687042
