context_level,representation,test_accuracy_mean,test_accuracy_std,test_macro_f1_mean,test_macro_f1_std,test_weighted_f1_mean,test_weighted_f1_std,best_lr_mode,best_lr_counts
L3,deberta_base_finetune_bs32_fp32,0.8117000000000001,0.00902835040918943,0.8115823630905808,0.008901357459782579,0.8115823630905808,0.008901357459782516,5e-05,"{""5e-05"": 6, ""2e-05"": 4}"
